speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId,formatted_address,exoticCategory
soucas1,Southern Cassowary,Casuarius casuarius,L2295645,Daintree National Park--Marrdja Botanical Walk,2024-06-12 11:27,2.0,-16.1378839,145.4404838,True,False,False,S180909189,"Madja Boardwalk, LOT 10 Cape Tribulation Rd, Cape Tribulation QLD 4873, Australia",
dusgra1,Dusky Grasswren,Amytornis purnelli,L2562991,Wartapunga Gorge at 22 48 23S 131 32 48E,2024-06-12 11:15,2.0,-22.80638,131.54666,True,False,False,S180917336,5Q9H5GVW+CM,
reefir1,Red-eared Firetail,Stagonopleura oculata,L2537516,Lesmurdie Falls National Park,2024-06-12 11:15,1.0,-31.99468,116.03176,True,False,False,S180917011,"224J+4P Forrestfield WA, Australia",
dusger1,Dusky Gerygone,Gerygone tenebrosa,L1593647,Cape Range National Park--Mangrove Bay,2024-06-12 11:00,3.0,-21.9658616,113.9433079,True,False,False,S180935720,"2WMV+M8 Cape Range National Park WA, Australia",
manfan1,Mangrove Fantail,Rhipidura phasiana,L1593647,Cape Range National Park--Mangrove Bay,2024-06-12 11:00,3.0,-21.9658616,113.9433079,True,False,False,S180935720,"2WMV+M8 Cape Range National Park WA, Australia",
shyhea1,Shy Heathwren,Hylacola cauta,L1400783,Cape Gantheaume Conservation Park--Murray Lagoon,2024-06-12 10:59,1.0,-35.9092783,137.4138185,True,False,False,S180901686,"3CR7+7G MacGillivray SA, Australia",
btnhen1,Black-tailed Nativehen,Tribonyx ventralis,L7227547,Port Arthur Lavender Farm,2024-06-12 10:50,1.0,-43.1064975,147.8642178,True,True,False,S180909535,"6555 Arthur Hwy, Port Arthur TAS 7182, Australia",
piehon1,Pied Honeyeater,Certhionyx variegatus,L2554042,Kilcowera Station - Murder Bore,2024-06-12 10:46,1.0,-28.66829,144.08432,True,False,False,S180913960,5R3683JM+MP,
whtblc1,Baudin's Black-Cockatoo,Zanda baudinii,L948185,Manjimup,2024-06-12 10:38,10.0,-34.2418919,116.1474609,True,False,False,S180909917,"Manjin Park, 53 Mottram St, Manjimup WA 6258, Australia",
whnhon3,Gilbert's Honeyeater,Melithreptus chloropsis,L948185,Manjimup,2024-06-12 10:38,2.0,-34.2418919,116.1474609,True,False,False,S180909917,"Manjin Park, 53 Mottram St, Manjimup WA 6258, Australia",
pincoc1,Pink Cockatoo,Cacatua leadbeateri,L33210560,"Quilpie Thargomindah Rd, Quilpie AU-QLD -26.99090, 144.37282",2024-06-12 10:26,6.0,-26.990897,144.372819,True,False,True,S180931222,5R56295F+J4,
oliwhi1,Olive Whistler,Pachycephala olivacea,L33202898,"7179, Eaglehawk Neck AU-TAS -43.04381, 147.92830",2024-06-12 10:25,1.0,-43.043806,147.928303,True,False,True,S180898759,"XW4H+F8 Eaglehawk Neck TAS, Australia",
blwkoo1,Blue-winged Kookaburra,Dacelo leachii,L29863073,Galloway Plains Rd,2024-06-12 10:25,1.0,-24.023111,151.002167,True,False,True,S180899550,"Galloway Plains Rd, Mount Alma QLD 4680, Australia",
cicada1,Common Cicadabird,Edolisoma tenuirostre,L33203606,"7 Russell Street, Tinaroo, Queensland, AU (-17.167, 145.549)",2024-06-12 10:12,1.0,-17.1669468,145.5492311,True,False,True,S180901647,"7 Russell St, Tinaroo QLD 4872, Australia",
strhon1,Striped Honeyeater,Plectorhyncha lanceolata,L11605378,Fernleigh Track (Jewels),2024-06-12 10:10,1.0,-33.0205668,151.6863297,True,False,False,S180897986,"24 Kalaroo Rd, Belmont North NSW 2280, Australia",
malemu1,Mallee Emuwren,Stipiturus mallee,L1836621,Hattah-Kulkyne National Park--Nowingi Track b/w Old Calder Hwy and Konardin Track,2024-06-12 10:01,1.0,-34.6911519,142.2727855,True,False,False,S180896356,"875F+G4 Hattah VIC, Australia",
alblyr1,Albert's Lyrebird,Menura alberti,L1212569,Lamington National Park--Python Rock track,2024-06-12 09:56,1.0,-28.2257932,153.1277096,True,False,False,S180898996,"Q4FH+M3 O'Reilly QLD, Australia",
parrif1,Paradise Riflebird,Ptiloris paradiseus,L1212569,Lamington National Park--Python Rock track,2024-06-12 09:56,1.0,-28.2257932,153.1277096,True,False,False,S180898996,"Q4FH+M3 O'Reilly QLD, Australia",
soulog1,Australian Logrunner,Orthonyx temminckii,L1212569,Lamington National Park--Python Rock track,2024-06-12 09:56,6.0,-28.2257932,153.1277096,True,False,False,S180898996,"Q4FH+M3 O'Reilly QLD, Australia",
yetscr1,Yellow-throated Scrubwren,Neosericornis citreogularis,L1212569,Lamington National Park--Python Rock track,2024-06-12 09:56,7.0,-28.2257932,153.1277096,True,False,False,S180898996,"Q4FH+M3 O'Reilly QLD, Australia",
mdxmal1,Muscovy Duck x Mallard (hybrid),Cairina moschata x Anas platyrhynchos,L27032987,Waverley Lake Park,2024-06-12 09:52,1.0,-41.4309024,147.1888044,True,False,False,S180886766,"Waverley Lake Park, 6 Naroo St, Waverley TAS 7250, Australia",X
swipar1,Swift Parrot,Lathamus discolor,L33198751,"Aberdare State Forest, Pelton AU-NSW -32.88275, 151.31975",2024-06-12 09:32,2.0,-32.882754,151.31975,True,False,True,S180880440,"4889+VV Pelton NSW, Australia",
rewfai1,Red-winged Fairywren,Malurus elegans,L1653351,"Victoria Dam--Access road, track and picnic area",2024-06-12 09:17,1.0,-32.0408221,116.0668766,True,False,False,S180910787,"X358+MQ Canning Mills WA, Australia",
wesros1,Western Rosella,Platycercus icterotis,L1653351,"Victoria Dam--Access road, track and picnic area",2024-06-12 09:17,1.0,-32.0408221,116.0668766,True,False,False,S180910787,"X358+MQ Canning Mills WA, Australia",
whbrob1,White-breasted Robin,Eopsaltria georgiana,L1653351,"Victoria Dam--Access road, track and picnic area",2024-06-12 09:17,1.0,-32.0408221,116.0668766,True,False,False,S180910787,"X358+MQ Canning Mills WA, Australia",
tachon1,Tawny-crowned Honeyeater,Gliciphila melanops,L2543154,Hanson Bay,2024-06-12 09:07,1.0,-36.01994,136.85394,True,False,False,S180885584,"XVJ3+2H Karatta SA, Australia",
freduc1,Freckled Duck,Stictonetta naevosa,L6781562,Elizabeth Macarthur Agricultural Institute,2024-06-12 09:00,3.0,-34.1272,150.702364,True,False,False,S180911666,"295 Finns Rd, Menangle NSW 2568, Australia",
whlhon1,White-lined Honeyeater,Territornis albilineata,L1120554,Kakadu National Park--Nourlangie Rock,2024-06-12 08:59,1.0,-12.8670227,132.811811,True,False,False,S180909667,5QVJ4RM6+5P,
regbow1,Regent Bowerbird,Sericulus chrysocephalus,L2396086,Cattai Wetlands,2024-06-12 08:59,1.0,-31.8294771,152.6363504,True,False,False,S180902334,"5JCP+6G Coopernook NSW, Australia",
roster,Roseate Tern,Sterna dougallii,L2878851,North Mole (North Fremantle),2024-06-12 08:55,1.0,-32.0538536,115.7254475,True,False,False,S180912622,"WPWG+F5 North Fremantle WA, Australia",
blwpar3,Blue-winged Parrot,Neophema chrysostoma,L29749106,"556 Little Musselroe Rd, Cape Portland AU-TAS (-40.7624,148.0323)",2024-06-12 08:51,1.0,-40.762353,148.032336,True,False,True,S180904003,"Little Musselroe Rd, Cape Portland TAS 7264, Australia",
parpig1,Partridge Pigeon,Geophaps smithii,L33205504,"Kakadu National Park, Kakadu AU-NT -12.86325, 132.80630",2024-06-12 08:51,1.0,-12.86325,132.806297,True,False,True,S180909610,"Nourlangie Rd, Kakadu NT 0822, Australia",
turpar1,Turquoise Parrot,Neophema pulchella,L1192699,Chiltern-Mt Pilot National Park--Bartleys Block,2024-06-12 08:48,5.0,-36.125986,146.6113901,True,False,False,S180887275,"VJF6+JQ Bartley's Block, Chiltern VIC 3683, Australia",
cricha1,Crimson Chat,Epthianura tricolor,L2562655,"Great Northern Hwy at -22.93333, 118.81666",2024-06-12 08:46,6.0,-22.93333,118.81666,True,False,False,S180897236,5P9W3R88+MM,
litwat1,Western Wattlebird,Anthochaera lunulata,L28188893,"Wyuna Crescent, Lesmurdie, Western Australia, AU (-32.006, 116.053)",2024-06-12 08:44,2.0,-32.0060799,116.0531246,True,False,True,S180899610,"22 Wyuna Cres, Lesmurdie WA 6076, Australia",
brucuc1,Brush Cuckoo,Cacomantis variolosus,L986012,Broome Bird Observatory,2024-06-12 08:31,1.0,-17.9752021,122.344662,True,False,False,S180916776,"Broome Bird Observatory, Crab Creek Road, Roebuck WA 6725, Australia",
tawgra3,Tawny Grassbird,Cincloramphus timoriensis,L29817095,"Foxwell swamp, Peeramon, Queensland, AU (-17.321, 145.584)",2024-06-12 08:27,1.0,-17.3205892,145.5838623,True,False,True,S180872622,"213 Ball Rd, Peeramon QLD 4885, Australia",
whbwhi2,White-breasted Whistler,Pachycephala lanioides,L2538188,Crab Creek Mangroves (Roebuck Bay),2024-06-12 08:19,3.0,-17.9897541,122.3708296,True,False,False,S180895911,5QJ4296C+38,
bltwhi1,Black-tailed Whistler,Pachycephala melanura,L2538188,Crab Creek Mangroves (Roebuck Bay),2024-06-12 08:19,1.0,-17.9897541,122.3708296,True,False,False,S180895911,5QJ4296C+38,
cbqthr1,Chestnut-breasted Quail-thrush,Cinclosoma castaneothorax,L33210482,"Quilpie Thargomindah Rd, Quilpie AU-QLD -26.64309, 144.24717",2024-06-12 08:05,2.0,-26.643091,144.247174,True,False,True,S180930934,5R56964W+QV,
palcuc1,Pallid Cuckoo,Cacomantis pallidus,L33210482,"Quilpie Thargomindah Rd, Quilpie AU-QLD -26.64309, 144.24717",2024-06-12 08:05,1.0,-26.643091,144.247174,True,False,True,S180930934,5R56964W+QV,
sansht2,Sandstone Shrikethrush,Colluricincla woodwardi,L7101356,Bigge Island,2024-06-12 08:01,1.0,-14.47583,125.14583,True,False,False,S180945606,5QQ7G4FW+M8,
cherai1,Chestnut Rail,Gallirallus castaneoventris,L7101356,Bigge Island,2024-06-12 08:01,1.0,-14.47583,125.14583,True,False,False,S180945606,5QQ7G4FW+M8,
litwoo4,Little Woodswallow,Artamus minor,L7101356,Bigge Island,2024-06-12 08:01,1.0,-14.47583,125.14583,True,False,False,S180945606,5QQ7G4FW+M8,
torimp1,Torresian Imperial-Pigeon,Ducula spilorrhoa,L7101356,Bigge Island,2024-06-12 08:01,2.0,-14.47583,125.14583,True,False,False,S180945606,5QQ7G4FW+M8,
spobow1,Spotted Bowerbird,Chlamydera maculata,L3011826,Bowra Wildlife Sanctuary,2024-06-12 07:53,2.0,-27.98764,145.60875,True,False,False,S180937384,5R472J65+WF,
hoorob1,Hooded Robin,Melanodryas cucullata,L3011826,Bowra Wildlife Sanctuary,2024-06-12 07:53,4.0,-27.98764,145.60875,True,False,False,S180937384,5R472J65+WF,
gryhon1,Gray Honeyeater,Conopophila whitei,L33202541,"Great Northern Highway, Newman, Western Australia, AU (-23.142, 119.317)",2024-06-12 07:47,2.0,-23.1424602,119.3165851,True,False,True,S180897313,5P8XV858+2J,
auscra1,Australian Crake,Porzana fluminea,L921850,Western Treatment Plant,2024-06-12 07:40,5.0,-37.9979192,144.5917504,True,False,False,S180905922,"2H2R+RP Cocoroc VIC, Australia",
grbher2,Great-billed Heron,Ardea sumatrana,L2453426,"Redden Island (Machans Beach, Cairns)",2024-06-12 07:34,1.0,-16.8613089,145.7523966,True,False,False,S180882670,"2 Cinderella St, Machans Beach QLD 4878, Australia",
gyttat1,Gray-tailed Tattler,Tringa brevipes,L2453426,"Redden Island (Machans Beach, Cairns)",2024-06-12 07:34,2.0,-16.8613089,145.7523966,True,False,False,S180882670,"2 Cinderella St, Machans Beach QLD 4878, Australia",
diafir1,Diamond Firetail,Stagonopleura guttata,L5870759,Capertee National Park--Capertee Cottage,2024-06-12 07:30,3.0,-33.0224459,150.0344038,True,False,False,S180859664,"1046 Port Macquarie Rd, Bogee NSW 2849, Australia",
manhon1,Mangrove Honeyeater,Gavicalis fasciogularis,L2390401,John Oxley Reserve (Murrumba Downs),2024-06-12 07:29,2.0,-27.2677527,153.0038238,True,False,False,S180883096,"4 Ogg Rd, Murrumba Downs QLD 4503, Australia",
rencra1,Red-necked Crake,Rallina tricolor,L3891271,Cape Tribulation Camping,2024-06-12 07:26,1.0,-16.0955069,145.4650955,True,False,False,S180888539,"Cape Tribulation Camping, 3812 Cape Tribulation Rd, Cape Tribulation QLD 4873, Australia",
litcro1,Little Crow,Corvus bennetti,L2553891,Kilcowera Station - Cardenyabba Lagoon,2024-06-12 07:21,1.0,-28.70323,143.94081,True,False,False,S180913871,5R357WWR+P8,
relwhi1,Red-lored Whistler,Pachycephala rufogularis,L33205281,Junction at Pheenys Tracks and Millewa S Bore,2024-06-12 07:20,4.0,-34.703783,141.06238,True,False,True,S180908607,"Pheenys Track, Murray-Sunset VIC 3490, Australia",
chequt1,Chestnut Quail-thrush,Cinclosoma castanotum,L33205281,Junction at Pheenys Tracks and Millewa S Bore,2024-06-12 07:20,16.0,-34.703783,141.06238,True,False,True,S180908607,"Pheenys Track, Murray-Sunset VIC 3490, Australia",
chowch1,Chowchilla,Orthonyx spaldingii,L8337047,Ringtail Crossing Nature Refuge (restricted access),2024-06-12 07:12,1.0,-17.469405,145.5401838,True,False,False,S180882115,"540 Kenny Rd, Tarzali QLD 4885, Australia",
golbow1,Golden Bowerbird,Prionodura newtoniana,L8337047,Ringtail Crossing Nature Refuge (restricted access),2024-06-12 07:12,1.0,-17.469405,145.5401838,True,False,False,S180882115,"540 Kenny Rd, Tarzali QLD 4885, Australia",
cqrpig1,Chestnut-quilled Rock-Pigeon,Petrophassa rufipennis,L2538937,Kakadu National Park--Nawurlandja Lookout,2024-06-12 07:07,4.0,-12.86056,132.79278,True,False,False,S180909510,"Nawurlandja Trl, Kakadu NT 0822, Australia",
chbcuc2,Channel-billed Cuckoo,Scythrops novaehollandiae,L2538937,Kakadu National Park--Nawurlandja Lookout,2024-06-12 07:07,1.0,-12.86056,132.79278,True,False,False,S180909510,"Nawurlandja Trl, Kakadu NT 0822, Australia",
squpig1,Squatter Pigeon,Geophaps scripta,L29859699,Alarm Crk,2024-06-12 07:06,1.0,-24.019991,150.919214,True,False,True,S180899051,"Mount Alma Rd, Mount Alma QLD 4680, Australia",
litcur,Little Curlew,Numenius minutus,L22773479,Bundegi Coastal Park (North West Cape),2024-06-12 07:00,1.0,-21.8639204,114.1449515,True,False,False,S180938285,"44PV+CX North West Cape WA, Australia",
comgre,Common Greenshank,Tringa nebularia,L22773479,Bundegi Coastal Park (North West Cape),2024-06-12 07:00,1.0,-21.8639204,114.1449515,True,False,False,S180938285,"44PV+CX North West Cape WA, Australia",
rucemu1,Rufous-crowned Emuwren,Stipiturus ruficeps,L2561754,Cape Range--SS Mildura Wreck,2024-06-12 07:00,3.0,-21.78639,114.16472,True,False,False,S180934968,"6577+CV North West Cape WA, Australia",
banhon1,Banded Honeyeater,Cissomela pectoralis,L32149822,"Kimbolton Road, Kimbolton, Western Australia, AU (-16.69, 123.838)",2024-06-12 06:53,1.0,-16.6899786,123.8375698,True,False,True,S180877973,5QM58R6Q+22,
grcgre1,Great Crested Grebe,Podiceps cristatus,L941549,Crater Lakes National Park--Lake Barrine,2024-06-12 06:51,4.0,-17.2458518,145.6392395,True,False,False,S180911641,"Gordonvale - Atherton Road, Lake Barrine QLD 4884, Australia",
sponig1,Spotted Nightjar,Eurostopodus argus,L1175700,Kakadu National Park--Bowali Visitors Centre,2024-06-12 06:31,1.0,-12.6741922,132.8171539,True,False,False,S180909471,5QVJ8RG8+8V,
rebpar6,Red-browed Pardalote,Pardalotus rubricatus,L7461210,Radio Hill (Newman),2024-06-12 06:23,1.0,-23.3627044,119.7255385,True,False,False,S180875774,5P8XJPPG+W6,
rufgra1,Rufous Grasswren,Amytornis whitei,L7461210,Radio Hill (Newman),2024-06-12 06:23,4.0,-23.3627044,119.7255385,True,False,False,S180875774,5P8XJPPG+W6,
auonig1,Australian Owlet-nightjar,Aegotheles cristatus,L16972848,"75 Bridgemary Crescent, Girraween AU-NT -12.53475, 131.11674",2024-06-12 03:11,1.0,-12.534747,131.116736,True,False,True,S180919466,"75 Bridgemary Cres, Girraween NT 0836, Australia",
barowl1,Barking Owl,Ninox connivens,L31918360,"2 Moondarga Dr, Cranbrook AU-QLD -19.31549, 146.74444",2024-06-11 23:30,1.0,-19.315494,146.744441,True,False,True,S180771749,"2 Moondarga Dr, Cranbrook QLD 4814, Australia",
rufowl2,Rufous Owl,Ninox rufa,L1175729,Mangroves near Orchard Rd (Coconut Grove),2024-06-11 21:05,1.0,-12.396642,130.847231,True,False,False,S180746078,"21 Orchard Rd, Coconut Grove NT 0810, Australia",
litpen1,Little Penguin,Eudyptula minor,L8285074,Redbill Beach,2024-06-11 18:37,12.0,-41.86545,148.287363,True,False,False,S180727272,"47MP+RW Bicheno TAS, Australia",
pagplo,Pacific Golden-Plover,Pluvialis fulva,L33164216,Northern beach,2024-06-11 18:09,1.0,-9.749403,143.41759,True,False,True,S180724857,"131 Williams Rd, Masig Island QLD 4875, Australia",
wantat1,Wandering Tattler,Tringa incana,L33164216,Northern beach,2024-06-11 18:09,1.0,-9.749403,143.41759,True,False,True,S180724857,"131 Williams Rd, Masig Island QLD 4875, Australia",
norros1,Northern Rosella,Platycercus venustus,L8905049,"Acacia Hills, Northern Territory, AU (-12.708, 131.093)",2024-06-11 17:41,1.0,-12.7078529,131.0933522,True,False,True,S180725121,"70 Affleck Rd, Acacia Hills NT 0822, Australia",
gryfal1,Gray Falcon,Falco hypoleucos,L33164199,"1518–1562 Diamantina Developmental Rd, Quilpie AU-QLD -26.62198, 143.94703",2024-06-11 17:10,1.0,-26.621985,143.947031,True,False,True,S180725180,5R559WHW+6R,
gyfhon1,Gray-fronted Honeyeater,Ptilotula plumula,L2540467,"Lajamanu at -18.33499, 130.63222",2024-06-11 16:50,,-18.33499,130.63222,True,False,False,S180744242,"11 Kiwinyi Cres, Lajamanu NT 0852, Australia",
masfin1,Masked Finch,Poephila personata,L9853688,Muirhead bushland,2024-06-11 16:41,2.0,-12.3481995,130.8955711,True,False,False,S180727255,"544 Lee Point Rd, Lee Point NT 0810, Australia",
babhon1,Bar-breasted Honeyeater,Ramsayornis fasciatus,L9853688,Muirhead bushland,2024-06-11 16:41,4.0,-12.3481995,130.8955711,True,False,False,S180727255,"544 Lee Point Rd, Lee Point NT 0810, Australia",
gnbger1,Green-backed Gerygone,Gerygone chloronota,L1395451,Bicentennial Park (Darwin),2024-06-11 16:22,3.0,-12.4632658,130.8371707,True,False,False,S180918733,"109 Esplanade, Darwin City NT 0800, Australia",
bbfdov2,Black-banded Fruit-Dove,Ptilinopus alligator,L1120554,Kakadu National Park--Nourlangie Rock,2024-06-11 16:21,2.0,-12.8670227,132.811811,True,False,False,S180731227,5QVJ4RM6+5P,
paibut,Painted Buttonquail,Turnix varius,L2537331,Curtin University Technology,2024-06-11 15:35,1.0,-32.00833,115.89166,True,False,False,S180723045,"XVRR+MM Bentley WA, Australia",
wqrpig1,White-quilled Rock-Pigeon,Petrophassa albipennis,L7880243,Mirima National Park,2024-06-11 15:30,3.0,-15.763609,128.752007,True,False,False,S180726642,"6QP2+HR Kununurra WA, Australia",
hudgod,Hudsonian Godwit,Limosa haemastica,L9637306,Arthur Davis Park (Brighton),2024-06-11 15:30,1.0,-27.312142,153.069133,True,True,False,S180724244,"231 Flinders Parade, Sandgate QLD 4017, Australia",
lewrai1,Lewin's Rail,Lewinia pectoralis,L33162697,Creekline along Lindbeck Cnr,2024-06-11 15:13,1.0,-35.428423,149.240067,True,False,True,S180718948,"21 Lindbeck Cor, Googong NSW 2620, Australia",
pacbaz1,Pacific Baza,Aviceda subcristata,L17688135,Jar Island,2024-06-11 15:06,1.0,-14.1552266,126.2419722,True,False,False,S180944115,5QQ8R6VR+WQ,
redgos1,Red Goshawk,Erythrotriorchis radiatus,L33165300,Amrun,2024-06-11 15:01,1.0,-12.885519,141.718651,True,False,True,S180728286,5RV34P79+QF,
blbbut1,Black-backed Butcherbird,Cracticus mentalis,L33165300,Amrun,2024-06-11 15:01,1.0,-12.885519,141.718651,True,False,True,S180728286,5RV34P79+QF,
wescor1,Western Corella,Cacatua pastinator,L3621185,Red Lake,2024-06-11 14:28,2.0,-34.4324152,116.6612005,True,False,True,S180725129,"HM96+2F Mordalup WA, Australia",
fernwr1,Fernwren,Oreoscopus gutturalis,L4879621,Davies Creek National Park--Kahlpahlim Rock Trail carpark,2024-06-11 14:13,2.0,-17.0367171,145.613369,True,False,False,S180716026,"XJ77+68 Kahlpahlim Rock Trail head, Mareeba QLD 4880, Australia",
glbcoc1,Glossy Black-Cockatoo,Calyptorhynchus lathami,L1466737,"Greenmount Ct, Mt Samson (roadside birding)",2024-06-11 14:12,3.0,-27.3116493,152.836005,True,False,False,S180723757,"Greenmount Ct, Mount Samson QLD 4520, Australia",
strgra2,Striated Grasswren,Amytornis striatus,L1836621,Hattah-Kulkyne National Park--Nowingi Track b/w Old Calder Hwy and Konardin Track,2024-06-11 13:57,2.0,-34.6911519,142.2727855,True,False,False,S180716937,"875F+G4 Hattah VIC, Australia",
yelcha1,Yellow Chat,Epthianura crocea,L989143,Kidney Bean Claypan and Duck Lake,2024-06-11 13:56,14.0,-17.9771,122.42084,True,False,False,S180753738,5QJ42CFC+58,
flushe1,Fluttering Shearwater,Puffinus gavia,L5415082,13th Beach between 32W and The Bluff,2024-06-11 13:45,1.0,-38.288724,144.4885397,True,False,True,S180712451,"PF6Q+GC Barwon Heads VIC, Australia",
bansti1,Banded Stilt,Cladorhynchus leucocephalus,L921850,Western Treatment Plant,2024-06-11 13:32,2.0,-37.9979192,144.5917504,True,False,False,S180716392,"2H2R+RP Cocoroc VIC, Australia",
souful1,Southern Fulmar,Fulmarus glacialoides,L24066809,"Tasman Sea, Cape Pillar AU-TAS (-43.2197,148.0328)",2024-06-11 13:15,2.0,-43.21973,148.032766,True,False,True,S180724204,"Q2JM+44 Cape Pillar TAS, Australia",
whbrob2,White-browed Robin,Poecilodryas superciliosa,L9066318,"Jack Bethel Park, Mareeba",2024-06-11 12:30,1.0,-16.9886193,145.4264726,True,False,False,S180709843,"28 Sutherland St, Mareeba QLD 4880, Australia",
mallee1,Malleefowl,Leipoa ocellata,L33158374,"3420, Telopea Downs AU-VIC (-35.9346,141.1615)",2024-06-11 11:28,1.0,-35.934645,141.161481,True,False,True,S180700126,"3586+4H Telopea Downs VIC, Australia",
elepar1,Elegant Parrot,Neophema elegans,L2537103,Willochra Creek at Arden Vale Rd,2024-06-11 11:19,2.0,-32.06882,138.13985,True,False,False,S180941759,"W4JQ+FW Kanyaka SA, Australia",
athscr1,Atherton Scrubwren,Sericornis keri,L3594363,Mount Hypipamee National Park--picnic area,2024-06-11 11:15,4.0,-17.428377,145.4862205,True,False,False,S180897965,"HFCP+JF Upper Barron QLD, Australia",
moutho1,Mountain Thornbill,Acanthiza katherina,L3594363,Mount Hypipamee National Park--picnic area,2024-06-11 11:15,2.0,-17.428377,145.4862205,True,False,False,S180897965,"HFCP+JF Upper Barron QLD, Australia",
banwhi1,Banded Whiteface,Aphelocephala nigricincta,L33213604,"17303–17305 Great Northern Hwy, Meekatharra AU-WA (-26.3136,118.6388)",2024-06-11 10:37,2.0,-26.313634,118.638817,True,False,True,S180945398,5P5WMJPQ+GG,
rutbuh1,Pale-vented Bush-hen,Amaurornis moluccana,L3135740,Guyatt Park (St Lucia),2024-06-11 10:24,1.0,-27.4933114,153.0014741,True,False,False,S180690150,"29 Hiron St, St Lucia QLD 4067, Australia",
dusrob1,Dusky Robin,Melanodryas vittata,L2547853,South Bruny National Park--Fluted Cape,2024-06-11 10:17,3.0,-43.3605081,147.3730087,True,False,False,S180721188,"J9QF+Q6 South Bruny TAS, Australia",
eurgre1,European Greenfinch,Chloris chloris,L2868176,Cranwell Park,2024-06-11 10:10,2.0,-37.7774651,144.8591888,True,False,False,S180711719,"Cranwell Park Dog Off Leash Area, 56 Cranwell St, Braybrook VIC 3019, Australia",N
yeecus1,Barred Cuckooshrike,Coracina lineata,L928828,Crater Lakes National Park--Lake Eacham,2024-06-11 10:10,1.0,-17.2857129,145.6286654,True,False,False,S180709957,"PJ7H+PF Lake Eacham QLD, Australia",
tobcat2,Tooth-billed Bowerbird,Scenopoeetes dentirostris,L928828,Crater Lakes National Park--Lake Eacham,2024-06-11 10:10,1.0,-17.2857129,145.6286654,True,False,False,S180709957,"PJ7H+PF Lake Eacham QLD, Australia",
baicra1,Baillon's Crake,Zapornia pusilla,L26378640,McCoys creek Park,2024-06-11 10:06,1.0,-27.8427138,153.3307615,True,False,True,S180695560,"Edgewater One, 23 Park Esplanade, Coomera QLD 4209, Australia",
limalb1,Light-mantled Albatross,Phoebetria palpebrata,L33161184,"35 Amadeus Crescent, Port Kennedy, Western Australia, AU (-32.353, 115.769)",2024-06-11 09:39,1.0,-32.3528884,115.7689185,True,True,True,S180712208,"35 Amadeus Cres, Port Kennedy WA 6172, Australia",
zitcis1,Zitting Cisticola,Cisticola juncidis,L3019838,Twelve Mile Creek Fishing Reserve (Marmor),2024-06-11 08:59,2.0,-23.67528,150.75333,True,False,False,S180682694,"8QF3+V8 Marmor QLD, Australia",
goufin3,Gouldian Finch,Chloebia gouldiae,L3021055,King River Road,2024-06-11 08:58,11.0,-15.578578,128.1411093,True,False,False,S180722020,"King River Rd, Wyndham WA 6740, Australia",
lotfin1,Long-tailed Finch,Poephila acuticauda,L3021055,King River Road,2024-06-11 08:58,58.0,-15.578578,128.1411093,True,False,False,S180722020,"King River Rd, Wyndham WA 6740, Australia",
whbcra1,White-browed Crake,Poliolimnas cinereus,L3021055,King River Road,2024-06-11 08:58,3.0,-15.578578,128.1411093,True,False,False,S180722020,"King River Rd, Wyndham WA 6740, Australia",
spqthr1,Spotted Quail-thrush,Cinclosoma punctatum,L3962502,Samford Valley Rail Trail--Lanita Rd to McLean Rd South,2024-06-11 08:06,1.0,-27.3966039,152.910107,True,False,False,S180707365,"Samford Cycle Link, 247 Lanita Rd, Ferny Hills QLD 4055, Australia",
lessap2,Siberian Sand-Plover,Anarhynchus mongolus,L9637306,Arthur Davis Park (Brighton),2024-06-11 08:03,5.0,-27.312142,153.069133,True,False,False,S180692395,"231 Flinders Parade, Sandgate QLD 4017, Australia",
chbqut1,Western Quail-thrush,Cinclosoma marginatum,L33213572,"Great Northern Hwy, Peak Hill AU-WA (-25.9816,118.7577)",2024-06-11 07:44,1.0,-25.981572,118.757671,True,False,True,S180945209,5P6W2Q95+93,
helgui,Helmeted Guineafowl,Numida meleagris,L4780219,Caravonica,2024-06-11 07:44,1.0,-16.8642509,145.686543,True,False,False,S180679262,"4MPP+7J Caravonica QLD, Australia",X
comter,Common Tern,Sterna hirundo,L33152212,"26-28 Church Street, Tinaroo, Queensland, AU (-17.168, 145.548)",2024-06-11 07:28,1.0,-17.1680172,145.5484556,True,False,True,S180671626,"26-28 Church St, Tinaroo QLD 4872, Australia",
chbwhi1,Chestnut-breasted Whiteface,Aphelocephala pectoralis,L1664024,William Hutchinson Memorial,2024-06-11 07:25,4.0,-29.0739499,134.8541951,True,False,False,S180718334,5Q2PWVG3+CM,
pilotb1,Pilotbird,Pycnoptilus floccosus,L20934685,Brogo Reserve (restricted access),2024-06-11 07:10,2.0,-36.509598,149.779357,True,False,True,S180700784,"FQRH+5P Brogo NSW, Australia",
grsplo,Greater Sand-Plover,Anarhynchus leschenaultii,L17211408,Vansittart Bay (C53 wreck),2024-06-11 07:08,1.0,-14.1283333,126.3091667,True,False,False,S180706658,5QQ8V8C5+MM,
chrhea1,Chestnut-rumped Heathwren,Hylacola pyrrhopygia,L3362267,"Whiskers Creek Rd, Carwoola",2024-06-11 06:49,2.0,-35.4085,149.361577,True,False,False,S180720764,"H9R6+JJ Carwoola NSW, Australia",
